start,end,xx,assetReward,assetHold,source_ts_ms,stakedAmount,dailyRewardPerUnit,__deleted
2023-08-02,,1026,SXP,SXP,1696496633000,3572942.54000000000000000000,0.00095890410958904110,false
2023-04-13,,535,LIT,LIT,1696521809000,614734.20000000000000000000,0.00101369863013698630,false
2023-04-29,,596,NEAR,NEAR,1696518501000,1729879.05402803948115890694,0.00024657534246575342,false
2023-08-17,,1085,ETH,ETH,1692316828000,5472.00000000000000000000,0.00010958904109589041,false
2023-08-18,,1087,ETH,ETH,1692369870000,6624.00000000000000000000,0.00010958904109589000,false
2022-04-12,,147,ATOM,ATOM,1692348777000,645635.11714000000000000000,0.00059726027397260300,false
2022-04-12,,147,ATOM,ATOM,1692354697000,649006.24037200000000000000,0.00059726027397260300,false
2022-12-31,,385,TRX,TRX,1696586330000,7500000.00000000000000000000,0.00011780821917808200,false
2023-04-13,,532,AKRO,AKRO,1696550413000,646330448.39000000000000000000,0.00017534246575342466,false
2023-05-03,,619,BTT,BTT,1696550415000,2090917825981.00000000000000000000,0.00040547945205479452,false
2023-05-01,,600,POWR,POWR,1696550415000,858420.58000000000000000000,0.00054794520547945205,false
2023-05-01,,602,POWR,POWR,1696550415000,1180131.10000000000000000000,0.00054794520547945205,false
2023-05-01,,601,POWR,POWR,1696550415000,549196.29000000000000000000,0.00054794520547945205,false
2023-05-01,,603,POWR,POWR,1696550415000,870881.61000000000000000000,0.00054794520547945205,false
2023-05-01,,604,POWR,POWR,1696550415000,869491.85000000000000000000,0.00054794520547945205,false
2023-07-19,,968,POWR,POWR,1696550424000,1261351.20000000000000000000,0.00054794520547945205,false
2022-12-31,,385,TRX,TRX,1696603165000,125440000.00000000000000000000,0.00011780821917808200,false
2023-02-16,,432,DCR,DCR,1696607049000,17255.25000000000000000000,0.00016438356164383562,false
2023-08-28,,1109,KNC,KNC,1696609066000,251513.96000000000000000000,0.00006356164383561644,false
2023-04-13,,534,SAND,SAND,1696609608000,9338056.91020000000000000000,0.00012876712328767123,false
2023-04-13,,534,SAND,SAND,1696609827000,9338056.91020000000000000000,0.00009315068493150690,false
